W_PCT,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,OPP_FGM,OPP_FGA,OPP_FG_PCT,OPP_FG3M,OPP_FG3A,OPP_FG3_PCT,OPP_FTM,OPP_FTA,OPP_FT_PCT,OPP_OREB,OPP_DREB,OPP_REB,OPP_AST,OPP_TOV,OPP_STL,OPP_BLK,OPP_BLKA,OPP_PF,OPP_PFD,OPP_PTS
0.585,42.7,88.3,0.483,10.2,28.2,0.362,16.1,20.9,0.772,8.7,35.6,44.3,26.8,14.9,8.0,5.9,4.2,19.1,20.4,111.7,41.7,91.9,0.454,10.9,30.6,0.355,16.1,20.5,0.784,10.8,34.7,45.5,23.7,14.5,8.2,4.2,5.9,20.4,19.1,110.4
0.329,38.7,88.8,0.435,11.0,31.1,0.355,14.6,19.2,0.759,9.6,35.0,44.7,23.5,14.0,7.6,3.5,5.2,19.2,17.4,102.9,41.0,86.8,0.472,12.1,32.7,0.37,15.9,20.2,0.787,8.4,37.2,45.7,25.9,13.6,7.2,5.2,3.5,17.4,19.2,110.0
0.293,38.1,85.9,0.444,11.8,32.8,0.36,14.2,18.7,0.763,8.1,33.1,41.3,22.7,12.3,7.0,3.8,4.5,19.2,19.6,102.3,39.3,83.8,0.469,10.7,29.4,0.363,16.2,21.4,0.757,8.8,36.9,45.8,23.5,13.7,7.2,4.5,3.8,19.6,19.2,105.4
0.561,40.7,86.6,0.47,11.5,30.9,0.371,17.1,22.3,0.767,11.0,33.5,44.5,25.1,15.0,7.6,4.9,4.8,18.7,20.7,110.0,41.3,86.7,0.476,10.9,28.8,0.378,15.0,20.4,0.738,9.8,31.9,41.6,24.7,13.8,8.0,4.8,4.9,20.7,18.7,108.5
0.707,42.8,85.1,0.503,11.3,28.9,0.391,16.6,20.3,0.815,8.4,35.1,43.5,29.3,15.4,8.0,7.5,3.7,19.6,18.5,113.5,40.2,90.0,0.447,10.4,29.2,0.357,16.7,22.0,0.758,10.9,31.6,42.5,23.6,14.3,8.7,3.7,7.5,18.5,19.6,107.5
0.793,38.7,84.2,0.46,15.3,42.3,0.362,19.6,25.1,0.781,9.0,34.5,43.5,21.5,13.8,8.5,4.8,4.4,19.5,20.4,112.4,39.6,85.6,0.462,10.1,28.8,0.351,14.6,19.6,0.746,8.7,33.4,42.0,22.4,14.5,7.4,4.4,4.8,20.4,19.5,103.9
0.512,40.3,85.4,0.471,9.5,26.8,0.354,19.0,25.5,0.743,10.1,33.7,43.9,22.3,14.7,7.7,4.5,5.6,20.0,22.0,109.0,40.2,87.7,0.459,10.7,30.2,0.356,17.8,22.7,0.782,10.6,33.0,43.6,24.6,14.1,8.5,5.6,4.5,22.0,20.0,109.0
0.427,40.7,88.4,0.461,10.0,29.1,0.345,16.6,23.3,0.714,10.7,35.7,46.4,23.8,15.8,7.7,4.7,5.5,21.2,20.5,108.1,41.0,89.9,0.456,10.4,30.1,0.346,17.1,22.5,0.761,10.2,34.6,44.8,23.6,14.3,8.3,5.5,4.7,20.5,21.2,109.6
0.537,38.8,85.3,0.455,11.0,30.6,0.36,14.7,19.5,0.755,9.3,34.2,43.5,22.7,14.4,7.6,5.3,4.6,20.1,19.4,103.4,37.7,83.8,0.45,9.6,26.6,0.36,18.0,23.0,0.783,9.1,34.0,43.1,21.0,14.1,7.5,4.6,5.3,19.4,20.1,102.9
0.537,39.7,83.0,0.478,8.8,24.7,0.355,18.3,23.4,0.783,8.4,31.5,39.8,23.2,13.8,8.8,5.4,4.5,21.4,19.9,106.5,39.1,83.7,0.468,10.1,27.1,0.372,18.4,23.5,0.783,10.0,32.8,42.7,23.6,15.6,7.1,4.5,5.4,19.9,21.4,106.8
0.573,41.0,86.1,0.476,8.0,22.5,0.357,19.4,24.1,0.804,10.3,31.6,42.0,22.7,12.5,8.4,4.2,4.7,18.2,20.9,109.5,40.2,84.7,0.475,10.9,29.6,0.366,16.0,20.5,0.779,9.8,32.0,41.8,23.9,15.1,6.5,4.7,4.2,20.9,18.2,107.3
0.341,38.2,86.8,0.441,12.7,35.7,0.356,17.4,22.6,0.772,9.7,34.8,44.4,23.7,15.2,6.2,4.8,5.5,20.6,19.7,106.6,41.7,89.4,0.466,9.0,24.5,0.369,17.9,23.4,0.766,10.4,36.4,46.8,21.7,12.4,7.7,5.5,4.8,19.7,20.6,110.3
0.354,40.7,87.7,0.464,8.2,23.3,0.352,14.9,19.0,0.787,10.5,33.6,44.0,23.3,14.7,6.7,5.1,4.7,20.5,18.4,104.5,39.4,86.3,0.457,11.2,30.4,0.368,18.0,23.2,0.774,10.2,33.0,43.2,24.0,13.3,8.2,4.7,5.1,18.4,20.5,108.0
0.305,38.8,85.9,0.452,10.3,29.3,0.351,15.5,20.5,0.757,8.8,32.8,41.6,23.4,14.5,7.6,4.9,4.9,19.3,19.0,103.4,40.9,87.5,0.468,10.0,27.6,0.362,16.4,21.2,0.773,10.6,35.3,45.9,24.4,14.2,7.8,4.9,4.9,19.0,19.3,108.2
0.585,40.8,86.4,0.472,9.0,24.5,0.369,14.9,19.2,0.779,9.6,32.7,42.3,22.2,13.3,8.8,4.1,5.2,18.8,18.5,105.6,39.4,84.8,0.465,10.6,30.4,0.349,14.8,19.5,0.757,10.2,32.7,43.0,23.2,15.5,7.0,5.2,4.1,18.5,18.8,104.2
0.634,40.8,86.6,0.472,11.0,29.8,0.369,17.1,22.8,0.752,10.9,36.5,47.4,27.1,16.5,8.3,5.1,5.1,22.1,20.4,109.8,38.0,87.6,0.434,10.1,29.6,0.342,19.1,25.6,0.745,10.0,32.2,42.2,21.7,14.3,8.5,5.1,5.1,20.4,22.1,105.3
0.256,38.5,87.1,0.442,9.3,27.9,0.334,17.7,23.9,0.741,10.3,33.9,44.1,21.3,15.7,6.9,4.5,6.0,22.0,20.9,103.9,41.8,88.7,0.471,10.9,29.2,0.373,18.8,24.6,0.766,10.4,35.4,45.9,23.3,13.4,8.7,6.0,4.5,20.9,22.0,113.3
0.598,39.3,87.0,0.452,10.3,28.1,0.366,16.7,20.9,0.8,10.2,35.3,45.5,19.5,13.5,7.0,5.2,5.1,19.5,19.1,105.6,38.4,85.9,0.447,9.7,26.6,0.364,16.6,22.0,0.755,9.3,33.6,42.9,20.2,12.6,7.3,5.1,5.2,19.1,19.5,103.0
0.329,38.8,86.1,0.45,9.0,24.0,0.375,12.3,16.7,0.735,9.5,31.4,40.9,21.6,13.7,7.8,4.1,4.7,20.0,17.3,98.8,38.7,82.4,0.47,11.9,31.5,0.377,16.4,21.5,0.765,9.1,34.7,43.8,23.6,14.3,7.8,4.7,4.1,17.3,20.0,105.8
0.573,39.0,85.4,0.457,8.5,24.1,0.352,16.1,20.9,0.772,10.4,33.9,44.2,22.8,13.1,7.7,5.6,3.9,17.2,19.7,102.7,38.2,84.3,0.453,9.1,26.3,0.348,14.3,18.9,0.759,9.2,33.3,42.5,21.8,14.1,7.6,3.9,5.6,19.7,17.2,99.8
0.585,39.9,88.1,0.453,10.7,30.4,0.354,17.3,24.2,0.716,12.5,32.6,45.1,21.3,14.0,9.1,5.0,4.6,20.2,21.3,107.9,38.5,84.0,0.458,11.2,30.6,0.367,16.2,21.1,0.769,9.5,32.6,42.2,23.3,16.0,7.7,4.6,5.0,21.3,20.2,104.4
0.72,41.3,87.4,0.472,11.8,33.0,0.358,17.3,21.8,0.794,9.8,34.2,44.0,24.3,13.4,7.6,6.1,4.9,21.7,19.9,111.7,38.4,85.6,0.449,8.9,25.0,0.357,18.2,23.7,0.767,9.8,32.6,42.4,21.8,14.3,7.2,4.9,6.1,19.9,21.7,103.9
0.585,38.3,82.9,0.462,10.8,29.6,0.366,16.8,21.5,0.779,9.0,34.2,43.3,22.4,14.7,8.6,5.1,4.6,19.6,20.5,104.1,37.3,83.0,0.449,9.5,26.0,0.365,15.8,20.5,0.771,8.7,33.0,41.6,20.0,14.9,8.3,4.6,5.1,20.5,19.6,99.8
0.268,36.7,82.8,0.444,9.2,26.2,0.352,16.6,21.1,0.786,9.5,31.0,40.5,21.5,15.0,7.5,4.8,5.1,23.2,20.4,99.3,37.1,80.3,0.462,10.7,29.0,0.368,20.6,26.8,0.769,9.5,33.0,42.5,22.1,14.8,8.1,5.1,4.8,20.4,23.2,105.5
0.524,39.9,85.6,0.467,9.9,26.5,0.375,16.8,21.8,0.772,10.0,33.1,43.1,25.2,14.6,7.9,4.3,4.7,21.3,20.0,106.6,39.0,84.4,0.462,10.2,29.2,0.349,17.9,23.5,0.761,9.8,32.7,42.5,22.3,14.9,7.8,4.7,4.3,20.0,21.3,106.0
0.476,39.1,86.9,0.45,10.8,28.9,0.373,14.7,19.8,0.745,10.1,33.6,43.7,22.8,13.4,7.7,3.9,4.9,18.4,18.4,103.8,39.1,85.2,0.459,11.1,30.8,0.359,14.6,18.9,0.776,9.2,34.5,43.8,25.2,14.8,7.3,4.9,3.9,18.4,18.4,103.9
0.439,39.0,86.7,0.45,10.0,27.2,0.369,20.2,27.0,0.747,10.1,35.4,45.5,21.6,12.7,6.8,4.5,4.9,17.2,22.4,108.2,41.1,87.8,0.468,11.3,30.1,0.375,14.5,18.2,0.795,8.4,35.3,43.7,24.7,13.6,6.6,4.9,4.5,22.4,17.2,108.0
0.524,38.1,84.4,0.451,8.9,26.1,0.341,18.1,24.9,0.728,10.3,34.1,44.3,23.6,15.8,8.2,4.8,5.2,18.2,21.6,103.2,38.8,87.3,0.444,10.9,30.5,0.357,15.6,20.2,0.772,10.7,33.2,43.9,23.4,15.4,9.0,5.2,4.8,21.6,18.2,104.0
0.646,38.6,85.1,0.454,12.0,33.4,0.359,18.7,23.2,0.807,9.1,32.9,42.0,25.2,13.3,7.5,4.1,5.2,20.6,20.3,108.0,38.6,85.8,0.45,9.0,27.0,0.332,19.1,24.9,0.769,10.8,33.8,44.5,22.6,13.9,7.6,5.2,4.1,20.3,20.6,105.4
0.622,39.9,84.9,0.47,13.0,33.9,0.384,17.5,23.3,0.748,9.3,34.4,43.7,22.7,13.7,6.6,4.0,4.3,18.1,20.6,110.3,40.6,88.8,0.458,10.4,28.7,0.361,15.5,20.0,0.773,11.0,33.2,44.2,24.7,12.6,7.3,4.3,4.0,20.6,18.1,107.2
0.415,39.1,87.0,0.45,9.4,26.8,0.35,16.7,22.3,0.75,8.6,35.1,43.7,22.8,12.9,7.8,5.5,4.2,18.2,19.3,104.3,40.1,89.0,0.45,10.5,29.8,0.353,15.8,20.7,0.762,10.6,37.7,48.3,23.4,14.0,7.4,4.2,5.5,19.3,18.2,106.4
0.5,38.6,87.1,0.444,7.6,22.3,0.34,18.0,22.5,0.798,12.2,34.1,46.3,22.6,13.6,7.8,4.8,4.6,17.7,18.8,102.9,39.5,86.6,0.456,8.9,25.9,0.345,14.6,19.0,0.77,10.3,32.9,43.2,23.6,13.4,7.3,4.6,4.8,18.8,17.7,102.4
0.402,36.2,82.3,0.44,10.7,30.2,0.355,14.8,18.5,0.801,7.9,30.7,38.6,20.8,11.9,7.5,3.7,3.4,19.1,19.4,97.9,37.0,79.0,0.469,9.6,25.3,0.38,17.2,22.3,0.772,8.9,35.6,44.5,21.3,14.9,6.5,3.4,3.7,19.4,19.1,100.8
0.488,41.2,87.7,0.469,10.6,28.8,0.368,18.7,24.2,0.774,11.8,34.6,46.4,25.3,15.0,6.9,3.9,4.9,19.1,20.2,111.7,42.1,88.4,0.477,9.9,26.3,0.375,17.1,21.9,0.782,9.4,31.4,40.8,24.0,12.0,8.3,4.9,3.9,20.2,19.1,111.2
0.817,43.1,87.1,0.495,12.0,31.2,0.383,17.8,22.6,0.788,9.4,35.0,44.4,30.4,14.8,9.6,6.8,3.8,19.3,19.4,115.9,38.8,89.2,0.435,9.0,27.8,0.324,17.7,23.2,0.761,11.7,31.8,43.5,22.7,15.5,8.6,3.8,6.8,19.4,19.3,104.3
0.671,40.3,87.2,0.462,14.4,40.3,0.357,20.3,26.5,0.766,10.9,33.5,44.4,25.2,15.1,8.2,4.3,5.0,19.9,20.4,115.3,41.2,88.9,0.463,10.0,29.1,0.343,17.3,22.2,0.778,10.7,33.4,44.1,24.1,15.1,8.5,5.0,4.3,20.4,19.9,109.6
0.622,39.5,83.2,0.475,10.3,27.4,0.375,19.3,26.0,0.745,9.0,34.0,43.0,22.5,13.0,7.5,4.2,3.1,19.8,22.4,108.7,38.6,85.4,0.452,9.2,26.3,0.35,18.0,23.4,0.772,10.2,32.9,43.1,23.1,13.2,7.0,3.1,4.2,22.4,19.8,104.4
0.317,39.3,87.4,0.45,8.9,25.7,0.346,17.0,22.6,0.754,11.4,32.1,43.5,20.9,15.2,8.2,3.9,5.4,20.7,18.5,104.6,41.5,86.0,0.483,10.1,27.4,0.37,18.3,24.0,0.762,10.3,34.2,44.4,25.7,14.5,8.5,5.4,3.9,18.5,20.7,111.5
0.5,39.0,85.8,0.455,9.9,27.0,0.365,15.2,21.6,0.706,10.6,33.0,43.6,21.2,13.4,7.2,5.7,4.9,20.5,18.7,103.2,37.9,84.2,0.45,7.8,22.7,0.343,18.5,23.7,0.782,10.2,33.4,43.6,19.6,13.7,6.8,4.9,5.7,18.7,20.5,102.1
0.512,38.8,81.9,0.474,8.8,23.7,0.37,17.2,22.4,0.768,8.8,31.6,40.4,24.2,14.0,8.1,5.3,4.6,20.2,19.3,103.6,38.0,82.9,0.458,10.0,28.2,0.353,17.9,23.2,0.771,10.3,32.1,42.4,24.1,14.7,7.4,4.6,5.3,19.3,20.2,103.8
